regime,seed,total_wd,total_deposited,total_absorbed,pool_residual,diff_k1,diff_k2,diff_k3,diff_k4,diff_k5,diff_k6,diff_k7,diff_k8
ON_no_pool,139,4758,0.0,0.0,0.0,0.0874348785871965,0.008354795192543542,0.029182842353657618,-0.028676139651514176,0.02898096772268957,0.010796708809953842,0.031114409682575932,-0.01650943396226415
ON_no_pool,140,4799,0.0,0.0,0.0,0.07035460992907802,0.04489361702127661,0.011954375959640273,0.007672469374597032,0.004799770757217568,0.01773049645390071,-0.0016050765210899598,0.01773049645390071
ON_no_pool,141,4835,0.0,0.0,0.0,0.0905952380952381,0.06083333333333334,0.017916666666666668,0.04157894736842105,0.0016789396170839473,-0.008571428571428572,0.01473684210526316,0.019307359307359308
ON_no_pool,142,4682,0.0,0.0,0.0,0.05301455301455302,0.04650634886855361,-0.01488631488631488,0.004246106571687974,0.011745707972123069,0.004756756756756755,0.016350561087403195,-0.0011050112612612604
ON_no_pool,143,4720,0.0,0.0,0.0,0.011032308904649332,0.10199960598896768,0.013184397163120566,0.0018109353215736215,-0.00783800517843071,-0.008781899739346547,0.002916538184808304,0.003410866690708019
ON_no_pool,144,4755,0.0,0.0,0.0,0.034574468085106384,0.04920212765957446,0.03875604092135819,0.00849891565558877,0.023367885070012726,-0.003723404255319151,-0.0047474647047126665,0.00011599390203486867
ON_no_pool,145,4700,0.0,0.0,0.0,0.05287878787878788,0.06262037750385208,0.0003787878787878812,-0.003422381711855396,0.024189918991899186,0.015422077922077922,0.014939110733503258,-0.007954545454545457
ON_no_pool,146,4764,0.0,0.0,0.0,0.057678407470354964,0.013278145695364257,-0.007285780829130964,0.02598836042544652,0.025047662050973307,0.009160116358234821,-0.003271483403933734,-0.0015391781598720032
ON_no_pool,147,4813,0.0,0.0,0.0,0.0707608695652174,0.05789186717320952,0.046509908311150545,0.010780761579994323,0.0,0.01281055900621118,0.035326086956521736,-0.00020903010033444802
ON_no_pool,148,4897,0.0,0.0,0.0,0.05544430538172714,0.030952380952380953,0.008169934640522881,0.02493492972410203,-0.005717427157778999,0.00269607843137255,-0.010407239819004526,0.023529411764705882
